Sr. No,Primary Odor,Sub-odor,CAS-Id,Chemical name,SMILES
18344,Fruity,Citrus,828-26-2,"2,2,4,4,6,6-Hexamethyl-1,3,5-trithiane",CC1(SC(SC(S1)(C)C)(C)C)C
18345,Fruity,Citrus,928-80-3,3-Decanone,CCCCCCCC(=O)CC
18346,Fruity,Citrus,1118-39-4,Myrcenyl acetate,CC(=O)OC(C)(C)CCCC(=C)C=C
18347,Fruity,Citrus,1197-01-9,2-(4-Methylphenyl)propan-2-ol,CC1=CC=C(C=C1)C(C)(C)O
18348,Fruity,Citrus,1321-89-7,Isodecanal,CC(C)CCCCCCC=O
18349,Fruity,Citrus,2111-75-3,Perillaldehyde,CC(=C)C1CCC(=CC1)C=O
18350,Fruity,Citrus,2153-26-6,Terpinyl formate,CC1=CCC(CC1)C(C)(C)OC=O
18351,Fruity,Citrus,2408-37-9,"2,2,6-Trimethylcyclohexanone",CC1CCCC(C1=O)(C)C
18352,Fruity,Citrus,2436-90-0,Dihydromyrcene,CC(CCC=C(C)C)C=C
18353,Fruity,Citrus,2437-25-4,Dodecanenitrile,CCCCCCCCCCCC#N
18354,Fruity,Citrus,98-55-5,alpha-TERPINEOL,CC1=CCC(CC1)C(C)(C)O
18355,Fruity,Citrus,3387-41-5,Sabinene,CC(C)C12CCC(=C)C1C2
18356,Fruity,Citrus,72402-00-7,"Cyclopentanol, 1,2-dimethyl-3-(1-methylethenyl)-",CC1C(CCC1(C)O)C(=C)C
18357,Fruity,Citrus,4674-50-4,Nookatone,CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C
18358,Fruity,Citrus,4826-62-4,Dodecenal,CCCCCCCCC/C=C/C=O
18359,Fruity,Citrus,5435-64-3,"3,5,5-Trimethylhexanal",CC(CC=O)CC(C)(C)C
18360,Fruity,Citrus,138-86-3,Limonene,CC1=CCC(CC1)C(=C)C
18361,Fruity,Citrus,6175-49-1,2-Dodecanone,CCCCCCCCCCC(=O)C
18362,Fruity,Citrus,7149-26-0,Linalyl anthranilate,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C
18363,Fruity,Citrus,7779-41-1,"1,1-Dimethoxydecane",CCCCCCCCCC(OC)OC
18364,Fruity,Citrus,10486-19-8,Tridecanal,CCCCCCCCCCCCC=O
18365,Fruity,Citrus,13466-78-9,3-Carene,CC1=CCC2C(C1)C2(C)C
18366,Fruity,Citrus,15352-77-9,"3-Cyclohexen-1-ol, 1-(1,5-dimethyl-4-hexenyl)-4-methyl-",CC1=CCC(CC1)(C(C)CCC=C(C)C)O
18367,Fruity,Citrus,18479-58-8,Dihydromyrcenol,
18368,Fruity,Citrus,19009-56-4,2-Methyldecanal,CCCCCCCCC(C)C=O
18369,Fruity,Citrus,124-19-6,Nonanal,CCCCCCCCC=O
18370,Fruity,Citrus,124-25-4,Tetradecanal,CCCCCCCCCCCCCC=O
18371,Fruity,Citrus,126-64-7,Linalyl benzoate,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1)C
18372,Fruity,Citrus,128-50-7,Nopol,CC1(C2CC=C(C1C2)CCO)C
18373,Fruity,Citrus,31375-17-4,Nerone,
18374,Fruity,Citrus,69929-16-4,"8-Ethoxy-2,6-dimethyloct-2-ene",CCOCCC(C)CCC=C(C)C
18375,Fruity,Citrus,97-89-2,Citronellyl isobutyrate,CC(C)C(=O)OCCC(C)CCC=C(C)C
18376,Fruity,Citrus,110-39-4,Octyl butyrate,CCCCCCCCOC(=O)CCC
18377,Fruity,Citrus,110-41-8,2-Methylundecanal,CCCCCCCCCC(C)C=O
18378,Fruity,Citrus,115-99-1,Linalyl formate,CC(=CCCC(C)(C=C)OC=O)C
18379,Fruity,Citrus,1079-01-2,Myrtenyl acetate,CC(=O)OCC1=CCC2CC1C2(C)C
18380,Fruity,Citrus,2305-25-1,Ethyl 3-hydroxyhexanoate,CCCC(CC(=O)OCC)O
18381,Fruity,Citrus,7492-67-3,Citronelloxyacetaldehyde,CC(CCC=C(C)C)CCOCC=O
18382,Fruity,Citrus,10022-28-3,"1,1-Dimethoxyoctane",CCCCCCCC(OC)OC
18383,Fruity,Citrus,10031-87-5,2-Ethylbutyl acetate,CCC(CC)COC(=O)C
18384,Fruity,Citrus,237-588-5,"2-Norbornanol, 1,3,3-trimethyl-, acetate",CC(=O)OC1C(C2CCC1(C2)C)(C)C
18385,Fruity,Citrus,30390-50-2,4-Decenal,CCCCC/C=C/CCC=O
18386,Fruity,Citrus,40923-64-6,3-Heptyldihydro-5-methyl-2(3H)-furanone,CCCCCCCC1CC(OC1=O)C
18387,Fruity,Citrus,78-36-4,Linalyl butyrate,CCCC(=O)OC(C)(CCC=C(C)C)C=C
18388,Fruity,Citrus,80-27-3,Terpinyl propionate,CCC(=O)OC(C)(C)C1CCC(=CC1)C
18389,Fruity,Citrus,88-41-5,2-Tert-Butylcyclohexyl acetate,CC(=O)OC1CCCCC1C(C)(C)C
18390,Fruity,Citrus,90-87-9,2-Phenylpropionaldehyde dimethyl acetal,CC(C1=CC=CC=C1)C(OC)OC
18391,Fruity,Citrus,1125-21-9,"2,6,6-Trimethylcyclohex-2-ene-1,4-dione",CC1=CC(=O)CC(C1=O)(C)C
18392,Fruity,Citrus,1195-32-0,1-Methyl-4-(prop-1-en-2-yl)benzene,CC1=CC=C(C=C1)C(=C)C
18393,Fruity,Citrus,91-51-0,"Benzoic acid, 2-((3-(4-(1,1-dimethylethyl)phenyl)-2-
methylpropylidene)amino)-, methyl ester",
18394,Fruity,Citrus,688-82-4,"1,1-Diethoxyheptane",CCCCCCC(OCC)OCC
18395,Fruity,Citrus,2385-77-5,(R)-(+)-Citronellal,C[C@H](CCC=C(C)C)CC=O
18396,Fruity,Citrus,4359-57-3,"2-Heptyl-1,3-dioxolane",CCCCCCCC1OCCO1
18397,Fruity,Citrus,68555-95-3,"1,5,5-Trimethylcyclohexene",CC1=CCCC(C1)(C)C
18398,Fruity,Citrus,6379-73-3,Carvacrol methyl ether,CC1=C(C=C(C=C1)C(C)C)OC
18399,Fruity,Citrus,141-25-3,Rhodinol,C[C@@H](CCCC(=C)C)CCO
18400,Fruity,Citrus,13254-34-7,"2,6-Dimethyl-2-heptanol",CC(C)CCCC(C)(C)O
18401,Fruity,Citrus,14576-08-0,"Cyclohexene, 4-(1-methoxy-1-methylethyl)-1-methyl-",CC1=CCC(CC1)C(C)(C)OC
18402,Fruity,Citrus,15760-18-6,3-(4-Methylcyclohex-3-en-1-yl)butan-1-ol,CC1=CCC(CC1)C(C)CCO
18403,Fruity,Citrus,18479-49-7,"3,7-Dimethyl-1-octen-3-ol",CC(C)CCCC(C)(C=C)O
18404,Fruity,Citrus,18479-51-1,"3,7-Dimethyloct-6-en-3-ol",CCC(C)(CCC=C(C)C)O
18405,Fruity,Citrus,18479-54-4,"4,6-Octadien-3-ol, 3,7-dimethyl-",CCC(C)(C=CC=C(C)C)O
18406,Fruity,Citrus,18479-57-7,"2,6-Dimethyloctan-2-ol",CCC(C)CCCC(C)(C)O
18407,Fruity,Citrus,22104-80-9,2-Decenol,CCCCCCC/C=C/CO
18408,Fruity,Citrus,14507-02-9,"Deca-2,4-dien-1-ol",CCCCCC=CC=CCO
18409,Fruity,Citrus,18824-63-0,"1,1-Dimethoxynonane",CCCCCCCCC(OC)OC
18410,Fruity,Citrus,20298-69-5,cis-2-Tert-Butylcyclohexyl acetate,CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C
18411,Fruity,Citrus,20286-45-7,3-Octyl butyrate,CCCCCC(CC)OC(=O)CCC
18412,Fruity,Citrus,20780-48-7,"3,7-Dimethyloctan-3-yl acetate",CCC(C)(CCCC(C)C)OC(=O)C
18413,Fruity,Citrus,22457-25-6,"3,7-Dimethyloct-6-enal oxime",CC(CCC=C(C)C)CC=NO
18414,Fruity,Citrus,24691-15-4,"cis-3-Ethoxy-1,1,5-trimethylcyclohexane",CCO[C@@H]1C[C@@H](CC(C1)(C)C)C
18415,Fruity,Citrus,22418-66-2,"3,7-Dimethyl-2-methyleneocta-6-enal",CC(CCC=C(C)C)C(=C)C=O
18416,Fruity,Citrus,22629-49-8,2-Tridecenenitrile,CCCCCCCCCCC=CC#N
18417,Fruity,Citrus,22810-10-2,"Octane, 1-ethoxy-3,7-dimethyl-",CCOCCC(C)CCCC(C)C
18418,Fruity,Citrus,23832-18-0,2-Mercaptopinane,CC1(C2CCC(C1C2)(C)S)C
18419,Fruity,Citrus,1195-92-2,Limonene oxide,
18420,Fruity,Citrus,5794-03--6,(+)-Camphene,CC1([C@@H]2CC[C@@H](C2)C1=C)C
18421,Fruity,Citrus,13744-15-5,beta-Cubebene,C[C@@H]1CC[C@H]([C@H]2[C@]13[C@@H]2C(=C)CC3)C(C)C
18422,Fruity,Citrus,37677-14-8,4-(4-Methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde,CC(=CCCC1=CCC(CC1)C=O)C
18423,Fruity,Citrus,57893-27-3,6-Acetoxydihydrotheaspirane,CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C
18424,Fruity,Citrus,41496-43-9,2-Methyl-3-(p-tolyl)propionaldehyde,CC1=CC=C(C=C1)CC(C)C=O
18425,Fruity,Citrus,67801-65-4,"3,6-Dimethylcyclohex-3-ene-1-carbaldehyde",CC1CC=C(CC1C=O)C
18426,Fruity,Citrus,39736-25-9,Heptyl phenylacetate,CCCCCCCOC(=O)CC1=CC=CC=C1
18427,Fruity,Citrus,54889-48-4,"1,1-Diethoxyoctane",CCCCCCCC(OCC)OCC
18428,Fruity,Citrus,2445-67-2,Isobutyl 2-methylbutyrate,CCC(C)C(=O)OCC(C)C
18429,Fruity,Citrus,2550-11-0,"4,7-Dimethyloct-6-en-3-one",CCC(=O)C(C)CC=C(C)C
18430,Fruity,Citrus,2874-76-2,2-Ethyldecanoic acid,CCCCCCCCC(CC)C(=O)O
18431,Fruity,Citrus,52474-60-9,"3-Cyclohexene-1-carboxaldehyde, 1-methyl-3-(4-methyl-3-penten-1-yl)",CC(=CCCC1=CCCC(C1)(C)C=O)C
18432,Fruity,Citrus,53767-93-4,"2,6-Dimethyloct-7-en-2-yl acetate",CC(CCCC(C)(C)OC(=O)C)C=C
18433,Fruity,Citrus,54089-83-7,3-Methyl-5-phenylpentanenitrile,CC(CCC1=CC=CC=C1)CC#N
18434,Fruity,Citrus,52517-67-6,"Undecane, 1,1-dimethoxy-",CCCCCCCCCCC(OC)OC
18435,Fruity,Citrus,66327-54-6,Vernaldehyde,CC(C)CCCC1=CCC(CC1)(C)C=O
18436,Fruity,Citrus,67634-25-7,"3,5-Dimethylcyclohex-3-ene-1-methyl acetate",CC1CC(CC(=C1)C)COC(=O)C
18437,Fruity,Citrus,67674-46-8,"6,6-Dimethoxy-2,5,5-trimethylhex-2-ene",CC(=CCC(C)(C)C(OC)OC)C
18438,Fruity,Citrus,67845-42-5,Citronellal methylanthranilate,CC(CCC=C(C)C)CC=NC1=CC=CC=C1C(=O)OC
18439,Fruity,Citrus,67999-56-8,"4a,7-Methano-4aH-naphth[1,8a-b]oxirene, octahydro-4,4,8,8-
tetramethyl-",
18440,Fruity,Citrus,68039-24-7,"8-(1-Methoxyethoxy)-2,6-dimethyloct-2-ene",CC(CCC=C(C)C)CCOC(C)OC
18441,Fruity,Citrus,68084-04-8,3-(4-Methyl-3-pentenyl)cyclohex-3-ene-1-carbonitrile,CC(=CCCC1=CCCC(C1)C#N)C
18442,Fruity,Citrus,13851-11-1,Fenchyl acetate,
18443,Fruity,Citrus,5182-36-5,"2,4,6-Trimethyl-4-phenyl-1,3-dioxane",CC1CC(OC(O1)C)(C)C2=CC=CC=C2
18444,Fruity,Citrus,68258-95-7,"2,4-Dimethyl-2-(4-methylpent-3-enyl)-1,3-dioxolane",CC1COC(O1)(C)CCC=C(C)C
18445,Fruity,Citrus,68391-29-7,"2,3,5,5-Tetramethylhexanal",CC(CC(C)(C)C)C(C)C=O
18446,Fruity,Citrus,68480-08-0,"2-Octanol, 2,6-dimethyl-, 2-acetate",CCC(C)CCCC(C)(C)OC(=O)C
18447,Fruity,Citrus,68480-11-5,"Decahydrospiro[furan-2(3H),5'-[4,7]methano[5h]indene]",
18448,Fruity,Citrus,5988-91-0,"3,7-Dimethyloctanal",CC(C)CCCC(C)CC=O
18449,Fruity,Citrus,6784-13-0,3-(4-Methylcyclohex-3-en-1-yl)butanal,CC1=CCC(CC1)C(C)CC=O
18450,Fruity,Citrus,80-26-2,alpha-Terpinyl acetate,CC1=CCC(CC1)C(C)(C)OC(=O)C
18451,Fruity,Citrus,68698-57-7,"Bicyclo[2.2.1]hept-5-ene-2-carboxylic acid, 1,6-dimethyl-5-(1-
methylethenyl)-, methyl ester",
18452,Fruity,Citrus,10471-96-2,Linalyl valerate,CCCCC(=O)OC(C)(CCC=C(C)C)C=C
18453,Fruity,Citrus,69103-24-8,"Acetic acid, isodecyl ester",CC(C)CCCCCCCOC(=O)C
18454,Fruity,Citrus,61792-11-8,"3,7-Dimethylnona-2,6-dienenitrile",CCC(=CCCC(=CC#N)C)C
18455,Fruity,Citrus,62439-41-2,"6-Methoxy-2,6-dimethylheptan-1-al",CC(CCCC(C)(C)OC)C=O
18456,Fruity,Citrus,82461-14-1,Rhubafuran,CC1CC(CO1)(C)C2=CC=CC=C2
18457,Fruity,Citrus,36219-73-5,"1-Butanamine, 3-methyl-N-(3-methylbutylidene)-",CC(C)CCN=CCC(C)C
18458,Fruity,Citrus,4959-35-7,2-Methyl-2-(4-methyl-3-cyclohexen-1-yl)oxirane,CC1=CCC(CC1)C2(CO2)C
18459,Fruity,Citrus,29414-56-0,"2,6-Dimethylocta-1,5,7-trien-3-ol",CC(=C)C(C/C=C(\C)/C=C)O
18460,Fruity,Citrus,30640-46-1,"1-Methyl-1,3-cyclohexadiene",CC1=CC=CCC1
18461,Fruity,Citrus,65423-25-8,11-Dodecenoic acid,C=CCCCCCCCCCC(=O)O
18462,Fruity,Citrus,75490-39-0,"2,2-Dimethyl-4-phenylpentanenitrile",CC(CC(C)(C)C#N)C1=CC=CC=C1
18463,Fruity,Citrus,39770-05-3,9-Decenal,C=CCCCCCCCC=O
18464,Fruity,Citrus,40596-76-7,"4,8-Dimethylnon-7-en-2-ol",CC(CCC=C(C)C)CC(C)O
18465,Fruity,Citrus,50607-64-2,Methyl 2-[(2-methylpentylidene)amino]benzoate,CCCC(C)C=NC1=CC=CC=C1C(=O)OC
18466,Fruity,Citrus,84434-18-4,"N,2-Dimethyl-N-phenylbutanamide",CCC(C)C(=O)N(C)C1=CC=CC=C1
18467,Fruity,Citrus,72928-51-9,"2-Naphthalenecarbonitrile, 1,2,3,4,5,6,7,8-octahydro-8,8-dimethyl-",CC1(CCCC2=C1CC(CC2)C#N)C
18468,Fruity,Citrus,40188-41-8,"3,7-Dimethyloctanenitrile",CC(C)CCCC(C)CC#N
18469,Fruity,Citrus,71566-51-3,"2H-Pyran-2-one, tetrahydro-4,4,6(or 4,6,6)-trimethyl-",CC1CC(CC(=O)O1)(C)C
18470,Fruity,Citrus,5454-09--1,Decyl butyrate,CCCCCCCCCCOC(=O)CCC
18471,Fruity,Citrus,1118-27-0,Linalyl isovalerate,
18472,Fruity,Citrus,125-12-2,Isobornyl acetate,CC(=O)O[C@H]1C[C@@H]2CC[C@]1(C2(C)C)C
18473,Fruity,Citrus,8024-27-9,1-[4-(Morpholin-4-yl)phenyl]propan-1-one,CCC(=O)C1=CC=C(C=C1)N2CCOCC2
18474,Fruity,Citrus,4630-07--3,"4a,5-Dimethyl-3-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,7-
octahydronaphthalene",
18475,Fruity,Citrus,5989-27-5,D-Limonene,CC1=CC[C@@H](CC1)C(=C)C
18476,Fruity,Citrus,203719-54-4,"Limonene-1,2-epoxide",CC(=C)[C@@H]1CCC2(C(C1)O2)C
18477,Fruity,Citrus,89-82-7,Pulegone,C[C@@H]1CCC(=C(C)C)C(=O)C1
18478,Fruity,Citrus,5949-05--3,(S)-(-)-Citronellal,C[C@@H](CCC=C(C)C)CC=O
18479,Fruity,Citrus,27625-35-0,3-Methylbutyl 2-methylbutanoate,CCC(C)C(=O)OCCC(C)C
18480,Fruity,Citrus,65505-24-0,Isobutyl 2-(methylamino)benzoate,CC(C)COC(=O)C1=CC=CC=C1NC
18481,Fruity,Citrus,7392-19-0,"2,6,6-Trimethyl-2-vinyltetrahydropyran",CC1(CCCC(O1)(C)C=C)C
18482,Fruity,Citrus,82185-41-9,Benzyl anthranilate,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2N
18483,Fruity,Citrus,38142-45-9,4-Methyl-beta-methylenecyclohex-3-ene-1-ethanol,CC1=CCC(CC1)C(=C)CO
18484,Fruity,Citrus,473438-39-0,3-Mercaptooctanal,CCCCCC(CC=O)S
18485,Fruity,Citrus,51755-72-7,3-Mercaptohexanal,CCCC(CC=O)S
18486,Fruity,Citrus,61837-77-2,1-(Methylthio)-3-octanone,CCCCCC(=O)CCSC
18487,Fruity,Citrus,28973-97-9,cis-beta-Farnesene,CC(=CCC/C(=C\CCC(=C)C=C)/C)C
18488,Fruity,Citrus,97231-35-1,2-Methyl-2-(4-methylpent-3-enyl)cyclopropanecarbaldehyde,CC(=CCCC1(CC1C=O)C)C
18489,Fruity,Citrus,26728-44-9,"Ethyl 3,7-dimethyloct-6-enoate",CCOC(=O)CC(C)CCC=C(C)C
18490,Fruity,Citrus,1142-85-4,alpha-Terpinyl isovalerate,CC1=CCC(CC1)C(C)(C)OC(=O)CC(C)C
18491,Fruity,Citrus,17587-33-6,"2,6-Nonadienal, (E,E)-",CC/C=C/CC/C=C/C=O
18492,Fruity,Citrus,142-83-6,"2,4-Hexadienal",C/C=C/C=C/C=O
18493,Fruity,Citrus,106-24-1,Geraniol,CC(=CCC/C(=C/CO)/C)C
18494,Fruity,Citrus,5392-40-5,Citral,CC(=CCC/C(=C/C=O)/C)C
18495,Fruity,Citrus,106-25-2,Nerol,CC(=CCC/C(=C\CO)/C)C
18496,Fruity,Citrus,18486-69-6,(-)-Myrtenal,CC1([C@H]2CC=C([C@@H]1C2)C=O)C
18497,Fruity,Citrus,4674-50-4,Nootkatone,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C
18498,Fruity,Citrus,53243-59-7,(Z)-3-Methyl-5-phenylpent-2-enenitrile,
18499,Fruity,Citrus,488-10-8,Jasmone,CC/C=C\CC1=C(CCC1=O)C
18500,Fruity,Citrus,141-12-8,Neryl acetate,CC(=CCC/C(=C\COC(=O)C)/C)C
18501,Fruity,Citrus,101-86-0,alpha-Hexylcinnamaldehyde,CCCCCC/C(=C\C1=CC=CC=C1)/C=O
18502,Fruity,Citrus,5146-66-7,"3,7-Dimethylocta-2,6-dienenitrile",CC(=CCC/C(=C/C#N)/C)C
18503,Fruity,Citrus,53243-60-0,3-Methyl-5-phenylpent-2-enenitrile,
18504,Fruity,Citrus,66408-78-4,"1,3-Dioxolane, 2-(2,6-dimethyl-1,5-heptadienyl)-",CC(=CCCC(=CC1OCCO1)C)C
18505,Fruity,Citrus,141-10-6,Pseudoionone,CC(=CCC/C(=C/C=C/C(=O)C)/C)C
18506,Fruity,Citrus,79930-37-3,"1-Decene, 1-methoxy-, (1E)-",CCCCCCCC/C=C/OC
18507,Fruity,Citrus,72724-82-4,Nonyl anthranilate,CCCCCCCCCOC(=O)C1=CC=CC=C1N
18508,Fruity,Citrus,75853-49-5,12-Methyltridecanal,CC(C)CCCCCCCCCCC=O
18509,Fruity,Citrus,92585-24-5,2-Methyl-4-phenylpentanol,CC(CC(C)C1=CC=CC=C1)CO
18510,Fruity,Citrus,93894-30-5,"Methyl 2-(((4-(4-methyl-3-pentenyl)-3-cyclohexen-1-
yl)methylene)amino)benzoate",
18511,Fruity,Citrus,51566-62-2,Citronellyl nitrile,CC(CCC=C(C)C)CC#N
18512,Fruity,Citrus,495-62-5,(Z)-gamma-Bisabolene,CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1
18513,Fruity,Citrus,72403-67-9,Myraldyl acetate,CC(=CCCC1=CCC[C@@H](C1)COC(=O)C)C
18514,Fruity,Citrus,141-05-9,Diethyl maleate,CCOC(=O)/C=C\C(=O)OCC
18515,Fruity,Citrus,502-61-4,alpha-Farnesene,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C
18516,Fruity,Citrus,18794-84-8,beta-Farnesene,CC(=CCC/C(=C/CCC(=C)C=C)/C)C
18517,Fruity,Citrus,17909-77-2,alpha-Sinensal,
18518,Fruity,Citrus,60066-88-8,beta-Sinensal,C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O
18519,Fruity,Citrus,13877-91-3,(E)-beta-Ocimene,CC(=CC/C=C(\C)/C=C)C
18520,Fruity,Citrus,4313-03--5,"2,4-Heptadienal",CC/C=C/C=C/C=O
18521,Fruity,Citrus,5577-44-6,"2,4-Octadienal",CCC/C=C/C=C/C=O
18522,Fruity,Citrus,18829-56-6,2-Nonenal,CCCCCC/C=C/C=O
18523,Fruity,Citrus,3913-81-3,2-Decenal,CCCCCCC/C=C/C=O
18524,Fruity,Citrus,25152-84-5,"2,4-Decadienal",CCCCC/C=C/C=C/C=O
18525,Fruity,Citrus,51325-37-2,"2,4,7-Decatrienal",
18526,Fruity,Citrus,53448-07-0,2-Undecenal,CCCCCCCC/C=C/C=O
18527,Fruity,Citrus,68820-35-9,(E)-4-Undecenal,CCCCCC/C=C/CCC=O
18528,Fruity,Citrus,20407-84-5,2-Dodecenal,CCCCCCCCC/C=C/C=O
18529,Fruity,Citrus,7774-82-5,2-Tridecenal,CCCCCCCCCC/C=C/C=O
18530,Fruity,Citrus,64461-99-0,2-Tetradecenal,
18531,Fruity,Citrus,7212-44-4,Nerolidol,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C
18532,Fruity,Citrus,28973-97-9,cis-beta-Farnesene,CC(=CCC/C(=C\CCC(=C)C=C)/C)C
18533,Fruity,Citrus,18409-17-1,trans-2-Octen-1-Ol,CCCCC/C=C/CO
18534,Fruity,Citrus,3338-55-4,(Z)-beta-Ocimene,CC(=CC/C=C(/C)\C=C)C
18535,Fruity,Citrus,10444-50-5,Citral propylene glycol acetal,CC1COC(O1)/C=C(\C)/CCC=C(C)C
18536,Fruity,Citrus,7549-37-3,Citral dimethyl acetal,CC(=CCC/C(=C/C(OC)OC)/C)C
18537,Fruity,Citrus,78989-37-4,Ethyl trans-4-octenoate,CCC/C=C/CCC(=O)OCC
18538,Fruity,Citrus,67452-27-1,cis-4-Decenyl acetate,CCCCC/C=C\CCCOC(=O)C
18539,Fruity,Citrus,4826-62-4,(Z)-2-Dodecenal,CCCCCCCCC/C=C\C=O
18540,Fruity,Citrus,21662-09-9,cis-4-Decenal,CCCCC/C=C\CCC=O
18541,Fruity,Citrus,21661-97-2,cis-7-Decen-1-al,CC/C=C\CCCCCC=O
18542,Fruity,Citrus,18409-21-7,"(2E,4E)-2,4-Decadien-1-ol",CCCCC/C=C/C=C/CO
18543,Fruity,Citrus,2277-19-2,cis-6-Nonenal,CC/C=C\CCCCC=O
18544,Fruity,Citrus,28977-58-4,"(E)-2,6-Dimethylocta-1,5,7-trien-3-ol",CC(=C)C(C/C=C(\C)/C=C)O
18545,Fruity,Citrus,10519-33-2,3-Decen-2-one,CCCCCC/C=C/C(=O)C
18546,Fruity,Citrus,2306-78-7,Nerolidyl acetate,CC(=CCC/C(=C/CCC(C)(C=C)OC(=O)C)/C)C
18547,Fruity,Citrus,7416-35-5,"(E)-Tetrahydro-2,2-dimethyl-5-(1-methyl-1-propenyl)furan",C/C=C(\C)/C1CCC(O1)(C)C
18548,Fruity,Citrus,18409-18-2,2-Decen-1-ol,CCCCCCC/C=C/CO
18549,Fruity,Citrus,68480-25-1,trans-2-Tridecen-1-ol,CCCCCCCCCC/C=C/CO
18550,Fruity,Citrus,33467-74-2,cis-3-Hexenyl propionate,CC/C=C\CCOC(=O)CC
18551,Fruity,Citrus,33467-73-1,cis-3-Hexenyl formate,CC/C=C\CCOC=O
18552,Fruity,Citrus,7492-66-2,Citral diethyl acetal,
18553,Fruity,Citrus,67845-50-5,"4,8-Dimethyl-3,7-nonadien-2-ol",CC(/C=C(\C)/CCC=C(C)C)O
18554,Fruity,Citrus,91418-25-6,"4,8-Dimethyl-3,7-nonadien-2-yl acetate, (3E)-",CC(/C=C(\C)/CCC=C(C)C)OC(=O)C
18555,Fruity,Citrus,1862-61-9,Methyl nerate,CC(=CCC/C(=C\C(=O)OC)/C)C
18556,Fruity,Citrus,2345-24-6,Neryl isobutyrate,CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C
18557,Fruity,Citrus,23696-85-7,beta-Damascenone,C/C=C/C(=O)C1=C(C=CCC1(C)C)C
18558,Fruity,Citrus,16356-11-9,"1,3,5-Undecatriene",CCCCC/C=C/C=C/C=C
18559,Fruity,Citrus,21662-16-8,"(2E,4E)-2,4-Dodecadienal",CCCCCCC/C=C/C=C/C=O
18560,Fruity,Citrus,30361-29-6,"2,4-Undecadienal",CCCCCC/C=C/C=C/C=O
18561,Fruity,Citrus,5986-38-9,"2,6-Dimethyl-5,7-octadien-2-ol",C/C(=C\CCC(C)(C)O)/C=C
18562,Fruity,Citrus,7367-88-6,Ethyl trans-2-decenoate,CCCCCCC/C=C/C(=O)OCC
18563,Fruity,Citrus,7492-45-7,Butyl 2-decenoate,CCCCCCC/C=C/C(=O)OCCCC
18564,Fruity,Citrus,7786-47-2,Nonyl isovalerate,CCCCCCCCCOC(=O)CC(C)C
18565,Fruity,Citrus,65405-70-1,4-Decenal,CCCCC/C=C/CCC=O
18566,Fruity,Citrus,3239-35-8,"(E)-6,10-Dimethylundeca-5,9-dien-2-yl acetate",CC(CC/C=C(\C)/CCC=C(C)C)OC(=O)C
18567,Fruity,Citrus,2345-26-8,Geranyl isobutyrate,CC(C)C(=O)OC/C=C(\C)/CCC=C(C)C
18568,Fruity,Citrus,72214-23-4,"1,1,5-Trimethylhepta-4,6-dienyl acetate",C/C(=C\CCC(C)(C)OC(=O)C)/C=C
18569,Fruity,Citrus,30418-89-4,trans-2-Nonenyl acetate,CCCCCC/C=C/COC(=O)C
18570,Fruity,Citrus,13552-96-0,"(E,Z,Z)-Trideca-2,4,7-trienal",CCCCC/C=C\C/C=C\C=C\C=O
18571,Fruity,Citrus,188590-62-7,"4,5-Epoxy-(E)-dec-2-enal",CCCCC[C@@H]1[C@@H](O1)/C=C/C=O
18572,Fruity,Citrus,71159-90-5,1-p-Menthene-8-thiol,CC1=CCC(CC1)C(C)(C)S
18573,Fruity,Citrus,92356-06-4,"2-((3,3-Dimethyloxiran-2-yl)methyl)-3-methylfuran",CC1=C(OC=C1)CC2C(O2)(C)C
18574,Fruity,Citrus,3915-83-1,Neryl isovalerate,CC(C)CC(=O)OC/C=C(/C)\CCC=C(C)C
18575,Fruity,Citrus,68083-57-8,3-Dodecenal,CCCCCCCC/C=C/CC=O
18576,Fruity,Citrus,21944-98-9,(Z)-4-Dodecenal,CCCCCCC/C=C\CCC=O
18577,Fruity,Citrus,548774-80-7,3-Mercaptoheptyl acetate,CCCCC(CCOC(=O)C)S
18578,Fruity,Citrus,143-14-6,9-Undecenal,C/C=C/CCCCCCCC=O
18579,Fruity,Citrus,14009-71-3,"Linalool oxide, pyrane, (Z)-",C[C@@]1([C@H](CCC(O1)(C)C)O)C=C
18580,Fruity,Citrus,147159-49-7,"8-Undecenal, (8Z)-",
18581,Fruity,Citrus,762-26-5,"4,8-Decadienal, 5,9-dimethyl-",CC(=CCCC(=CCCC=O)C)C
